"Entity Name","Entity ID","Fiscal Year","Valuation Date","Name of Actuary","Actuarial Accrued Liability_Funding Position","Actuarial Value of Assets","Unfunded Actuarial Accrued Liability (UAAL)","Funded Ratio (Rounded to Nearest Tenth, Example: 99.9) (%)","Annual Covered Payroll_Funding Position","UAAL as a Percenrate of ACP (%)","Select Method Used to Determine Actuarial Accrued Liability","Please Specifiy Other Method"
"Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan","9235","20082009","2008-12-31T00:00:00","Towers Perrin","48,528,863","40,120,390","8,408,473","82.7","6,950,682","121","5","NULL"
"Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan","9235","20072008","2007-12-31T00:00:00","Towers Perrin","46,481,860","41,363,538","5,118,322","89","7,095,283","72.1","5","NULL"
"Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan","9235","20062007","2006-12-31T00:00:00","Towers Perrin","44,914,394","40,126,622","4,787,772","89.3","7,642,912","62.6","5","NULL"
"Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan","9235","20052006","2005-12-31T00:00:00","Towers Perrin","48,211,303","40,392,974","7,818,329","83.8","9,102,498","85.9","5","NULL"
"Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan","9235","20042005","2004-12-31T00:00:00","Towers Perrin","42,406,792","40,344,405","2,062,387","95.1","12,012,330","17.2","5","NULL"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20152016","2016-01-01T00:00:00","Rael & Letson","525,221,821","344,176,077","181,045,744","65.5","127,258,000","142.2","1","NULL"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20142015","2015-01-01T00:00:00","Rael & Letson","489,259,163","323,927,582","165,331,581","66.2","118,355,000","139.6","1","NULL"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20132014","2014-01-01T00:00:00","Rael & Letson","434,104,718","279,202,375","154,902,343","64.3","113,462,000","136.5","1","NULL"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20122013","2013-01-01T00:00:00","Rael and Letson Consultants and Actuaries","404,114,352","252,787,792","151,326,560","62.6","114,500,484","132.2","1","NULL"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20112012","2012-01-12T00:00:00","Rael and Letson Consultants and Actuaries","339,989,492","224,261,120","115,728,372","66","111,163,713","104.1","5","NULL"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20102011","2011-01-01T00:00:00","Rael and Letson Consultants and Actuaries","323,365,893","218,179,013","105,186,880","67.5","107,310,499","98","5","NULL"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20092010","2010-01-01T00:00:00","Rael and Letson Consultants and Actuaries","295,021,182","211,173,683","83,847,499","71.6","109,213,913","76.8","5","NULL"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20082009","2009-01-01T00:00:00","Rael And Letson Consultants and Actuaries","275,020,761","174,733,262","100,287,499","63.5","115,504,121","86.8","5","NULL"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20072008","2007-12-31T00:00:00","Rael And Letson Consultans and Actuaries","257,641,903","181,304,655","76,337,248","70.4","100,642,895","75.8","5","NULL"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20062007","2006-12-31T00:00:00","Towers Perrin","257,511,084","171,620,650","85,890,434","66.6","99,116,894","86.7","5","NULL"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20052006","2005-12-31T00:00:00","Towers Perrin","243,389,062","156,040,095","87,348,967","64.1","97,788,699","89.3","5","NULL"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20042005","2004-12-31T00:00:00","Towers Perrin","216,228,476","150,155,483","66,072,993","69.4","99,329,850","66.5","5","NULL"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20032004","2003-12-31T00:00:00","Towers Perrin","209,451,449","141,126,980","68,324,469","67.4","97,933,595","69.8","5","NULL"
"Los Angeles County Transportation Authority Maintenance Employees' Retirement System","7161","20022003","2002-12-31T00:00:00","Towers Perrin","202,469,170","133,374,217","69,094,953","65.9","96,781,903","71.4","5","NULL"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20152016","2015-12-31T00:00:00","Willis Towers Watson","154,265,390","113,380,165","40,885,225","73.5","3,521,535","1161","5","NULL"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20142015","2014-12-31T00:00:00","Towers Watson","151,831,282","111,416,596","40,414,686","73.4","3,460,308","1167.9","5","NULL"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20132014","2013-12-31T00:00:00","Towers Watson","143,346,939","106,500,519","36,846,420","74.3","3,953,277","932","5","NULL"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20122013","2012-12-31T00:00:00","Towers Watson","144,423,446","99,654,000","44,769,446","69","4,412,155","1014.7","5","NULL"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20112012","2011-12-31T00:00:00","Towers Watson","144,895,317","103,652,583","41,242,734","71.5","4,856,486","849.2","5","NULL"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20102011","2010-12-31T00:00:00","Towers Watson","134,021,769","110,487,726","23,534,043","82.4","5,696,901","413.1","5","NULL"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20092010","2009-12-31T00:00:00","Towers Watson","131,773,213","114,114,570","17,658,643","86.6","6,206,352","284.5","5","NULL"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20082009","2008-12-31T00:00:00","Towers Perrin","129,195,117","101,878,363","27,316,754","78.9","6,854,574","398.5","5","NULL"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20072008","2007-12-31T00:00:00","Towers Perrin","121,427,008","105,987,010","15,439,998","87.3","7,290,512","211.8","5","NULL"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20062007","2006-12-31T00:00:00","Towers Perrin","123,038,286","103,632,097","19,406,189","84.2","7,160,536","271","5","NULL"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20052006","2005-12-31T00:00:00","Towers Perrin","119,411,910","99,046,496","20,365,414","82.9","7,877,212","258.5","5","NULL"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20042005","2004-12-31T00:00:00","Towers Perrin","107,616,354","100,063,904","7,552,450","93","10,110,310","74.7","5","NULL"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20032004","2003-12-31T00:00:00","Towers Perrin","150,494,692","138,369,529","12,125,163","91.9","10,461,669","115.9","5","NULL"
"Los Angeles County Transportation Authority Non-Contract Employees' Retirement System","7162","20022003","2002-12-31T00:00:00","Towers Perrin","145,103,086","135,743,777","9,359,309","93.5","24,460,393","38.3","5","NULL"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20152016","2015-12-31T00:00:00","Willis Towers Watson","121,519,948","97,457,195","24,062,753","80.2","37,014,032","65","5","NULL"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20142015","2014-12-31T00:00:00","Towers Watson","115,956,597","92,844,299","23,112,298","80.1","34,512,042","66.9","5","NULL"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20132014","2013-12-31T00:00:00","Towers Watson","106,026,156","85,534,195","20,491,961","80.7","28,978,489","70.7","5","NULL"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20122013","2012-12-31T00:00:00","Towers Watson","109,765,804","70,250,161","39,515,643","64","28,735,120","137.5","5","NULL"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20112012","2011-12-31T00:00:00","Towers Watson","105,147,634","67,667,507","37,480,127","64.4","26,974,883","138.9","5","NULL"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20102011","2010-12-31T00:00:00","Towers Watson","94,415,211","65,517,572","28,897,639","69.4","26,409,852","109.4","5","NULL"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20092010","2009-12-31T00:00:00","Towers Watson","90,026,769","61,865,666","28,161,103","68.7","27,578,375","102.1","5","NULL"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20082009","2008-12-31T00:00:00","Towers Perrin","86,147,611","53,051,867","33,095,744","61.6","27,056,815","122.3","5","NULL"
"North of the River Recreation and Park District Pension Trust Fund","7152","20032004","NULL","Defined Contribution Plan",,,"0","NULL","3,222,396","NULL","NULL","NULL"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20072008","2007-12-31T00:00:00","Towers Perrin","72,981,395","53,142,136","19,839,259","72.8","26,734,876","74.2","5","NULL"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20062007","2006-12-31T00:00:00","Towers Perrin","69,215,411","50,339,095","18,876,316","72.7","26,783,854","70.5","5","NULL"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20052006","2005-12-31T00:00:00","Towers Perrin","66,898,185","46,439,904","20,458,281","69.4","26,681,935","76.7","5","NULL"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20042005","2004-12-31T00:00:00","Towers Perrin","55,997,130","46,019,707","9,977,423","82.2","28,089,222","35.5","5","NULL"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20032004","2003-12-31T00:00:00","Towers Perrin","54,888,909","44,173,810","10,715,099","80.5","27,609,913","38.8","5","NULL"
"Los Angeles County Transportation Authority Transportation Communication - Union Employees' Retirement System","7160","20022003","2002-12-31T00:00:00","Towers Perrin","53,675,391","40,933,393","12,741,998","76.3","27,044,356","47.1","5","NULL"
"Modesto Irrigation District Supplemental Retirement Plan","7195","20122013","NULL","Defined Contribution Plan",,,"0","NULL","34,202,015","0","NULL","NULL"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20152016","2015-12-31T00:00:00","Willis Towers Watson","687,553,275","487,551,203","200,002,072","70.9","193,245,583","103.4","5","NULL"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20142015","2014-12-31T00:00:00","Towers Watson","666,732,121","462,965,799","203,766,322","69.4","187,394,788","108.7","5","NULL"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20132014","2013-12-31T00:00:00","Towers Watson","616,389,453","430,208,068","186,181,385","69.8","173,321,604","107.4","5","NULL"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20122013","2012-12-31T00:00:00","Towers Watson","605,420,704","389,041,420","216,379,284","64.3","177,929,969","121.6","5","NULL"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20112012","2011-12-31T00:00:00","Towers Watson","586,643,465","386,459,202","200,184,263","65.9","181,993,114","110","5","NULL"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20102011","2010-12-31T00:00:00","Towers Watson","534,041,534","379,136,676","154,904,858","71","181,850,105","85.2","5","NULL"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20092010","2009-12-31T00:00:00","Towers Watson","512,887,262","362,222,256","150,665,006","70.6","190,212,313","79.2","5","NULL"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20082009","2008-12-31T00:00:00","Towers Perrin","488,326,609","306,524,968","181,801,641","62.8","192,718,732","94.3","5","NULL"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20072008","2007-12-31T00:00:00","Towers Perrin","439,532,418","310,066,808","129,465,610","70.5","188,647,527","68.6","5","NULL"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20062007","2006-12-31T00:00:00","Towers Perrin","421,909,773","294,543,941","127,365,832","69.8","186,563,526","68.3","5","NULL"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20052006","2005-12-31T00:00:00","Towers Perrin","411,569,751","271,771,034","139,798,717","66","174,989,646","79.9","5","NULL"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20042005","2004-12-31T00:00:00","Towers Perrin","353,905,926","259,397,487","94,508,439","73.3","172,980,573","54.6","5","NULL"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20032004","2003-12-31T00:00:00","Towers Perrin","350,362,232","248,041,464","102,320,768","70.8","170,078,402","60.2","5","NULL"
"Los Angeles County Transportation Authority United Transportation Union Employees' Retirement System","7163","20022003","2002-12-31T00:00:00","Towers Perrin","345,505,062","221,664,517","123,840,545","64.2","169,688,700","73","5","NULL"
"Madera Irrigation District 401(k) Pension Plan","8295","20152016","NULL","N/A",,,"0","NULL","2,519,079","0","NULL","NULL"
"Madera Irrigation District 401(k) Pension Plan","8295","20142015","NULL","N/A",,,"0","NULL","2,716,323","NULL","NULL","NULL"
"Madera Irrigation District 401(k) Pension Plan","8295","20132014","NULL","N/A",,,"0","NULL","2,638,547","NULL","NULL","NULL"
"Madera Irrigation District 401(k) Pension Plan","8295","20122013","NULL","N/A",,,"0","NULL","2,489,065","NULL","NULL","NULL"
"Madera Irrigation District 401(k) Pension Plan","8295","20092010","NULL","NULL",,,"0","NULL","2,104,945","NULL","NULL","NULL"
"Madera Irrigation District 401(k) Pension Plan","8295","20082009","NULL","NULL",,,"0","NULL","1,965,513","NULL","NULL","NULL"
"Madera Irrigation District 401(k) Pension Plan","8295","20072008","NULL","DCP",,,"0","NULL","1,691,534","NULL","NULL","NULL"
