"Entity Name","Entity ID","Fiscal Year","Valuation Date","Name of Actuary","Actuarial Accrued Liability_Funding Position","Actuarial Value of Assets","Unfunded Actuarial Accrued Liability (UAAL)","Funded Ratio (Rounded to Nearest Tenth, Example: 99.9) (%)","Annual Covered Payroll_Funding Position","UAAL as a Percenrate of ACP (%)","Select Method Used to Determine Actuarial Accrued Liability","Please Specifiy Other Method"
"Kaweah Delta Hospital District Employees' Retirement Plan","7149","20112012","2012-06-30T00:00:00","Watson Wtatt","200,690,630","152,766,477","47,924,153","76.1","0","NULL","5","NULL"
"Kaweah Delta Hospital District Employees' Retirement Plan","7149","20102011","2011-06-30T00:00:00","Watson Wyatt Worldwide","185,527,743","159,378,728","26,149,015","85.9","0","NULL","5","NULL"
"Kaweah Delta Hospital District Employees' Retirement Plan","7149","20092010","2010-06-30T00:00:00","Watson Wyatt & Company","187,243,617","122,245,952","64,997,665","65.3","66,642,031","97.5","5","NULL"
"Kaweah Delta Hospital District Employees' Retirement Plan","7149","20082009","2009-06-30T00:00:00","Watson Wyatt & Company","180,526,131","102,809,791","77,716,340","57","70,003,288","111","5","NULL"
"Kaweah Delta Hospital District Employees' Retirement Plan","7149","20072008","2007-07-01T00:00:00","Watson Wyatt & Company","150,306,017","122,149,574","28,156,443","81.3","74,772,324","37.7","5","NULL"
"Kaweah Delta Hospital District Employees' Retirement Plan","7149","20062007","2006-07-01T00:00:00","Watson Wyatt & Company","130,285,735","100,956,100","29,329,635","77.5","71,463,989","41","5","NULL"
"Kaweah Delta Hospital District Employees' Retirement Plan","7149","20052006","2005-07-01T00:00:00","Watson Wyatt & Company","119,151,478","88,068,907","31,082,571","73.9","77,093,161","40.3","5","NULL"
"Kaweah Delta Hospital District Employees' Retirement Plan","7149","20042005","2004-07-01T00:00:00","Watson Wyatt & Company","106,154,859","78,892,036","27,262,823","74.3","83,959,219","32.5","5","NULL"
"Kaweah Delta Hospital District Employees' Retirement Plan","7149","20032004","2003-07-01T00:00:00","Watson Wyatt","93,744,936","65,660,129","28,084,807","70","89,746,581","31.3","5","NULL"
"Kaweah Delta Hospital District Employees' Retirement Plan","7149","20022003","2002-07-01T00:00:00","Towers Perrin","81,633,367","58,725,144","22,908,223","71.9","76,143,415","30.1","5","NULL"
"Kern County Employees' Retirement Association","7262","20152016","2015-06-30T00:00:00","Segal Consulting","5,657,173,000","3,529,786,000","2,127,387,000","62.4","556,824,000","382","1","NULL"
"Kern County Employees' Retirement Association","7262","20142015","2014-06-30T00:00:00","Segal Consulting","5,492,440,000","3,342,122,000","2,150,318,000","60.8","555,634,000","387","1","NULL"
"La Canada Irrigation District Employees' Pension Plan","7192","20042005","NULL","dcp",,,"0","NULL","352,767","NULL","NULL","NULL"
"Kern County Employees' Retirement Association","7262","20132014","2013-06-30T00:00:00","Segal Company, Inc.","5,108,619,000","3,120,632,000","1,987,987,000","61.1","555,752,000","357.7","1","NULL"
"PARS Participant Directed Investment Program Trust","10523","20132014","NULL","N/A","0",,"0","NULL","22,913,454","0","NULL","NULL"
"Kern County Employees' Retirement Association","7262","20122013","2012-06-30T00:00:00","Segal Company, Inc.","4,894,990,000","2,960,507,000","1,934,483,000","60.5","543,558,000","355.9","1","NULL"
"Kern County Employees' Retirement Association","7262","20112012","2011-06-30T00:00:00","Segal Company, Inc.","4,672,348,000","2,839,747,000","1,832,601,000","60.8","539,836,000","339.5","1","NULL"
"Kern County Employees' Retirement Association","7262","20102011","2010-06-30T00:00:00","Milliman USA","4,457,038,000","2,794,644,000","1,662,394,000","62.7","559,380,250","297.2","1","NULL"
"Kern County Employees' Retirement Association","7262","20092010","2009-06-30T00:00:00","Milliman USA","4,205,200,000","2,780,215,000","1,424,985,000","66.1","559,872,040","254.5","1","NULL"
"Kern County Employees' Retirement Association","7262","20082009","2008-06-30T00:00:00","Milliman USA","3,671,460,000","2,654,305,000","1,017,155,000","72.3","482,878,757","210.6","1","NULL"
"Kern County Employees' Retirement Association","7262","20072008","2007-12-31T00:00:00","Milliman USA","3,355,755,000","2,589,818,000","765,937,000","77.2","453,412,000","168.9","1","NULL"
"Kern County Employees' Retirement Association","7262","20062007","2006-12-31T00:00:00","Milliman USA","3,109,038,000","2,352,028,000","757,010,000","75.7","417,350,994","181.4","1","NULL"
"Kern County Employees' Retirement Association","7262","20052006","2005-12-31T00:00:00","Milliman USA","2,861,872,000","2,164,304,000","697,568,000","75.6","391,387,092","178.2","1","NULL"
"Madera Irrigation District 401(k) Pension Plan","8295","20112012","NULL","dcp",,,"0","NULL","2,496,083","NULL","NULL","NULL"
"Kern County Employees' Retirement Association","7262","20042005","2004-12-31T00:00:00","Milliman USA","2,336,406,000","2,012,521,000","323,885,000","86.1","374,951,346","86.4","1","NULL"
"Kern County Employees' Retirement Association","7262","20032004","2003-12-31T00:00:00","Public Pension Professionals, Inc.","2,059,286,000","1,927,585,000","131,701,000","93.6","355,311,717","37.1","1","NULL"
"Kern County Employees' Retirement Association","7262","20022003","2002-12-31T00:00:00","Public Pension Professionals, Inc.","1,899,031,000","1,570,278,000","328,753,000","82.7","344,870,937","95.3","1","NULL"
"La Canada Irrigation District Employees' Pension Plan","7192","20152016","NULL","NULL",,,"0","NULL","661,074","NULL","8","NA - Defined Contribution Plan"
"La Canada Irrigation District Employees' Pension Plan","7192","20142015","NULL","NULL",,,"0","NULL","641,133","NULL","8","NA - Defined contribution plan"
"La Canada Irrigation District Employees' Pension Plan","7192","20132014","NULL","NULL",,,"0","NULL","625,219","NULL","NULL","N/A"
"La Canada Irrigation District Employees' Pension Plan","7192","20122013","NULL","NULL",,,"0","NULL","601,995","NULL","NULL","N/A"
"La Canada Irrigation District Employees' Pension Plan","7192","20112012","NULL","NULL",,,"0","NULL","592,312","0","NULL","NULL"
"La Canada Irrigation District Employees' Pension Plan","7192","20102011","NULL","NULL",,,"0","NULL","576,904","0","NULL","NULL"
"La Canada Irrigation District Employees' Pension Plan","7192","20082009","NULL","NULL",,,"0","NULL","521,780","NULL","NULL","NULL"
"La Canada Irrigation District Employees' Pension Plan","7192","20072008","NULL","dcp",,,"0","NULL","486,214","NULL","NULL","NULL"
"La Canada Irrigation District Employees' Pension Plan","7192","20062007","NULL","dcp",,,"0","NULL","446,089","NULL","NULL","NULL"
"La Canada Irrigation District Employees' Pension Plan","7192","20032004","NULL","DCP",,,"0","NULL","339,784","0","NULL","NULL"
"La Canada Irrigation District Employees' Pension Plan","7192","20022003","NULL","dcp",,,"0","NULL","320,837","NULL","NULL","NULL"
"Lakeside Irrigation Water District Money Purchase Pension and Trust","7171","20152016","2015-10-31T00:00:00","Travelers Casualty & Surety Insurance",,,"0","NULL","242,465","NULL","NULL","NULL"
"Lakeside Irrigation Water District Money Purchase Pension and Trust","7171","20142015","2014-10-13T00:00:00","dcp","0","0","0","NULL","239,585","NULL","NULL","NULL"
"Lakeside Irrigation Water District Money Purchase Pension and Trust","7171","20132014","2013-10-31T00:00:00","Davey Administration Group",,,"0","NULL","225,303","NULL","NULL","NULL"
"Lakeside Irrigation Water District Money Purchase Pension and Trust","7171","20122013","2013-10-31T00:00:00","Davey Administration Group","0","0","0","NULL","225,303","NULL","NULL","NULL"
"Lakeside Irrigation Water District Money Purchase Pension and Trust","7171","20112012","NULL","dcp",,,"0","NULL","257,285","NULL","NULL","NULL"
"Lakeside Irrigation Water District Money Purchase Pension and Trust","7171","20102011","NULL","dco",,,"0","NULL","231,554","NULL","NULL","NULL"
"Lakeside Irrigation Water District Money Purchase Pension and Trust","7171","20092010","NULL","dcp",,,"0","NULL","223,765","NULL","NULL","NULL"
"Lakeside Irrigation Water District Money Purchase Pension and Trust","7171","20082009","NULL","dcp",,,"0","NULL","216,140","NULL","NULL","NULL"
"Lakeside Irrigation Water District Money Purchase Pension and Trust","7171","20072008","NULL","DCP",,,"0","NULL","220,567","0","NULL","NULL"
"Lakeside Irrigation Water District Money Purchase Pension and Trust","7171","20052006","NULL","dcp",,,"0","NULL","263,160","0","NULL","NULL"
"Lakeside Irrigation Water District Money Purchase Pension and Trust","7171","20042005","NULL","dcp",,,"0","NULL","229,368","NULL","NULL","NULL"
"Lakeside Irrigation Water District Money Purchase Pension and Trust","7171","20032004","NULL","dcp",,,"0","NULL","232,199","NULL","NULL","NULL"
"Lakeside Irrigation Water District Money Purchase Pension and Trust","7171","20022003","NULL","dcp",,,"0","NULL","219,907","NULL","NULL","NULL"
"Leadership Public Schools 401(a) Retirement Plan","9575","20152016","NULL","NULL",,,"0","NULL","0","NULL","NULL","NULL"
"Leadership Public Schools 401(a) Retirement Plan","9575","20142015","NULL","N/A",,,"0","NULL",,"NULL","NULL","NULL"
"Leadership Public Schools 401(a) Retirement Plan","9575","20132014","NULL","N/A",,,"0","NULL","0","NULL","NULL","NULL"
"Leadership Public Schools 401(a) Retirement Plan","9575","20122013","NULL","dcp",,,"0","NULL",,"NULL","NULL","NULL"
"Leadership Public Schools 401(a) Retirement Plan","9575","20112012","NULL","dcp",,,"0","NULL","0","NULL","NULL","NULL"
"Leadership Public Schools 401(a) Retirement Plan","9575","20102011","NULL","dcp",,,"0","NULL","0","NULL","NULL","NULL"
"Leadership Public Schools 401(a) Retirement Plan","9575","20092010","NULL","dcp",,,"0","NULL",,"NULL","NULL","NULL"
"Leadership Public Schools 401(a) Retirement Plan","9575","20082009","NULL","dcp",,,"0","NULL",,"NULL","NULL","NULL"
"Leadership Public Schools 401(a) Retirement Plan","9575","20072008","NULL","dcp",,,"0","NULL",,"NULL","NULL","NULL"
"Leadership Public Schools 401(a) Retirement Plan","9575","20062007","NULL","DCP",,,"0","NULL",,"NULL","NULL","NULL"
"Leadership Public Schools 401(a) Retirement Plan","9575","20052006","NULL","DCP",,,"0","NULL",,"NULL","NULL","NULL"
"Legislators' Retirement System","7207","20152016","2015-06-30T00:00:00","CalPERS Actuarial Office","105,746,000","121,469,000","-15,723,000","114.9","1,275,000","-1233.1","1","NULL"
"Legislators' Retirement System","7207","20142015","2014-06-30T00:00:00","CalPERS Actuarial Office","111,274,000","130,353,000","-19,079,000","117.1","1,500,000","-12719.3","1","NULL"
"Legislators' Retirement System","7207","20132014","2013-06-30T00:00:00","CalPERS Actuarial Office","115,806,000","123,201,000","-7,395,000","106.4","1,427,000","-369750","1","NULL"
"Legislators' Retirement System","7207","20122013","2012-06-30T00:00:00","CalPERS Actuarial Office","109,000,000","124,000,000","-15,000,000","113.8","2,000","-750000","1","NULL"
"Legislators' Retirement System","7207","20112012","2011-06-30T00:00:00","CalPERS Actuarial Office","109,000,000","126,000,000","-17,000,000","115.6","2,000,000","-850","1","NULL"
"Legislators' Retirement System","7207","20102011","2010-06-30T00:00:00","CalPERS Actuarial & Employer Services Division","112,000,000","127,000,000","-15,000,000","113.4","2,000,000","-750","1","NULL"
"Legislators' Retirement System","7207","20092010","2009-06-30T00:00:00","CalPERS Actuarial & Employer Services Division","112,000,000","134,000,000","-22,000,000","119.6","2,000,000","-1100","1","NULL"
"Legislators' Retirement System","7207","20082009","2008-06-30T00:00:00","CalPERS Actuarial & Employer Services Division","103,000,000","142,000,000","-39,000,000","137.9","2,000,000","-1950","1","NULL"
"Legislators' Retirement System","7207","20072008","2007-06-30T00:00:00","CalPERS Actuarial & Employer Services Division","101,571,000","141,603,000","-40,032,000","139.4","2,106,000","-1900.9","7","NULL"
"Legislators' Retirement System","7207","20062007","2006-06-30T00:00:00","CalPERS Actuarial & Employer Services Division",,,"0","NULL","1,802,963","0","7","NULL"
"Legislators' Retirement System","7207","20052006","2005-06-30T00:00:00","CalPERS Actuarial & Employer Services Division",,,"0","NULL","1,900,000","NULL","7","NULL"
"Legislators' Retirement System","7207","20042005","2004-06-30T00:00:00","CalPERS Actuarial & Employer Services Division",,,"0","NULL","2,711,584","NULL","7","NULL"
"Legislators' Retirement System","7207","20032004","2003-06-30T00:00:00","CalPERS Actuarial & Employer Services Division",,,"0","NULL","2,711,584","NULL","7","NULL"
"Legislators' Retirement System","7207","20022003","2002-06-30T00:00:00","CalPers Actuarial & Employer Services Division",,,"0","NULL","2,996,603","NULL","7","NULL"
"Liberty Rural County Fire Protection District Pension and Trust","7146","20152016","NULL","NULL",,,"0","NULL","521,785","0","8","None"
"Liberty Rural County Fire Protection District Pension and Trust","7146","20132014","2014-12-31T00:00:00","The Osborn Company",,,"0","NULL","438,970","NULL","8","Defined Contribution Plan"
"Liberty Rural County Fire Protection District Pension and Trust","7146","20112012","NULL","dcp",,,"0","NULL","104,247","NULL","NULL","NULL"
"Liberty Rural County Fire Protection District Pension and Trust","7146","20102011","NULL","dcp",,,"0","NULL","407,833","NULL","NULL","NULL"
"Liberty Rural County Fire Protection District Pension and Trust","7146","20092010","NULL","dcp",,,"0","NULL","434,699","NULL","NULL","NULL"
"Liberty Rural County Fire Protection District Pension and Trust","7146","20082009","NULL","dcp",,,"0","NULL","318,652","NULL","NULL","NULL"
"Liberty Rural County Fire Protection District Pension and Trust","7146","20072008","NULL","dcp",,,"0","NULL","350,846","NULL","NULL","NULL"
"Liberty Rural County Fire Protection District Pension and Trust","7146","20062007","NULL","dcp",,,"0","NULL","287,890","NULL","NULL","NULL"
"Liberty Rural County Fire Protection District Pension and Trust","7146","20052006","NULL","dcp",,,"0","NULL","322,047","NULL","NULL","NULL"
"Liberty Rural County Fire Protection District Pension and Trust","7146","20042005","NULL","dcp",,,"0","NULL","260,843","NULL","NULL","NULL"
"Liberty Rural County Fire Protection District Pension and Trust","7146","20032004","NULL","DCP",,,"0","NULL","262,595","NULL","NULL","NULL"
"Liberty Rural County Fire Protection District Pension and Trust","7146","20022003","NULL","DCP",,,"0","NULL","207,332","NULL","NULL","NULL"
"Lindmore Irrigation District Employees Pension Plan","10358","20152016","NULL","dcp",,,"0","NULL","381,540","NULL","NULL","NULL"
"Lindmore Irrigation District Employees Pension Plan","10358","20142015","NULL","dcp",,,"0","NULL","502,853","NULL","NULL","NULL"
"Lindmore Irrigation District Employees Pension Plan","10358","20132014","NULL","dcp",,,"0","NULL","491,457","NULL","NULL","NULL"
"Lindmore Irrigation District Employees Pension Plan","10358","20122013","NULL","dcp",,,"0","NULL","472,295","NULL","NULL","NULL"
"Lindmore Irrigation District Employees Pension Plan","10358","20112012","NULL","NULL",,,"0","NULL","445,785","0","NULL","NULL"
"Lindmore Irrigation District Employees Pension Plan","10358","20102011","NULL","NULL",,,"0","NULL","473,110","NULL","NULL","NULL"
"Lindmore Irrigation District Employees Pension Plan","10358","20092010","NULL","dcp",,,"0","NULL","478,958","NULL","NULL","NULL"
"Lindmore Irrigation District Employees Pension Plan","10358","20082009","NULL","dcp",,,"0","NULL","445,377","NULL","NULL","NULL"
"Lindmore Irrigation District Employees' Money Purchase Pension Plan","7197","20082009","NULL","dcp",,,"0","NULL",,"NULL","NULL","NULL"
"Lindmore Irrigation District Employees' Money Purchase Pension Plan","7197","20072008","NULL","DCP",,,"0","NULL","440,200","NULL","NULL","NULL"
"Lindmore Irrigation District Employees' Money Purchase Pension Plan","7197","20062007","NULL","DCP",,,"0","NULL","446,904","NULL","NULL","NULL"
"Lindmore Irrigation District Employees' Money Purchase Pension Plan","7197","20052006","NULL","dcp",,,"0","NULL","436,566","NULL","NULL","NULL"
"Lindmore Irrigation District Employees' Money Purchase Pension Plan","7197","20042005","NULL","DCP",,,"0","NULL","426,524","NULL","NULL","NULL"
"Lindmore Irrigation District Employees' Money Purchase Pension Plan","7197","20032004","NULL","dcp",,,"0","NULL","414,970","NULL","NULL","NULL"
"Lindmore Irrigation District Employees' Money Purchase Pension Plan","7197","20022003","NULL","dcp",,,"0","NULL","402,174","NULL","NULL","NULL"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20152016","2016-07-01T00:00:00","Venuti & Associates","29,966,438","22,777,566","7,188,872","76","7,190,000,000","100","2","NULL"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20142015","2015-07-01T00:00:00","Venuti & Associates","25,560,718","19,819,218","5,741,500","77.5","8,028,000","71.5","2","NULL"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20132014","2014-07-01T00:00:00","Venuti & Associates","25,411,832","16,655,211","8,756,621","65.5","8,539,000","102.5","2","NULL"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20122013","2013-07-01T00:00:00","Venuti & Associates","24,503,335","13,864,092","10,639,243","56.6","10,281,647","103.5","2","NULL"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20112012","2012-07-01T00:00:00","Venuti & Associates","18,424,486","11,028,003","7,396,483","59.9","9,516,264","77.7","2","NULL"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20102011","2011-07-01T00:00:00","Buck Consultants","18,158,380","12,021,155","6,137,225","66.2","9,520,926","64.5","2","NULL"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20092010","2010-07-01T00:00:00","Buck Consultants","18,267,219","9,949,939","8,317,280","54.5","9,337,229","89.1","2","NULL"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20082009","2009-07-01T00:00:00","Buck Consultants","16,254,701","7,702,559","8,552,142","47.4","9,375,890","91.2","2","NULL"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20072008","2008-07-01T00:00:00","Buck Consultants","15,258,643","9,631,055","5,627,588","63.1","9,125,649","61.7","2","NULL"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20062007","2007-07-01T00:00:00","Buck Consultants","16,456,000","12,384,000","4,072,000","75.3","8,639,814","48","2","NULL"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20052006","2006-07-01T00:00:00","Buck Consultants","14,118,473","11,552,603","2,565,870","81.8","7,954,923","32.3","2","NULL"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20042005","2005-07-01T00:00:00","Buck Consultant","14,182,815","11,117,891","3,064,924","78.4","7,849,876","39","2","NULL"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20032004","2004-07-01T00:00:00","Mellon Consultants","13,721,000","10,367,111","3,353,889","75.6","7,783,115","43.1","2","NULL"
"Long Beach Public Transportation Company Retirement Plan -  Salaried Employees","7199","20022003","2003-07-01T00:00:00","Mellon Consultants","13,248,000","8,793,000","4,455,000","66.4","7,517,000","59.3","2","NULL"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20152016","2016-07-01T00:00:00","Venuti & Associates","73,595,760","47,050,624","26,545,136","63.9","29,454,000","90.1","2","NULL"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20142015","2015-07-01T00:00:00","Venuti & Associates","63,233,552","45,790,263","17,443,289","72.4","28,434,000","61.3","2","NULL"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20132014","2014-07-01T00:00:00","Venuti & Associates","62,010,610","46,310,416","15,700,194","74.7","27,081,000","58","2","NULL"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20122013","2013-07-01T00:00:00","Venuti & Associates","58,754,761","41,325,305","17,429,456","70.3","25,904,690","67.3","2","NULL"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20112012","2012-07-01T00:00:00","Venuti & Associates","49,512,576","37,025,393","12,487,183","74.8","25,904,690","48.2","2","NULL"
"Madera Irrigation District 401(k) Pension Plan","8295","20102011","NULL","NULL",,,"0","NULL","2,337,831","0","NULL","NULL"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20102011","2011-07-01T00:00:00","Buck Consultants","47,357,305","37,358,394","9,998,911","78.9","25,473,634","39.3","2","NULL"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20092010","2010-07-01T00:00:00","Buck Consultants","45,373,970","29,212,231","16,161,739","64.4","25,501,412","63.4","2","NULL"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20082009","2009-07-01T00:00:00","Buck Consultants","42,568,598","24,228,191","18,340,407","56.9","25,266,127","72.6","2","NULL"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20072008","2008-07-01T00:00:00","Buck Consultants","38,557,262","28,444,051","10,113,211","73.8","23,643,084","42.8","2","NULL"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20062007","2007-07-01T00:00:00","Buck Consultants","36,056,000","27,699,000","8,357,000","76.8","21,866,049","38.2","2","NULL"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20052006","2006-07-01T00:00:00","Buck Consultants","32,098,951","24,873,552","7,225,399","77.5","21,628,593","33.4","2","NULL"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20042005","2005-07-01T00:00:00","Buck Consultants","29,794,304","23,700,583","6,093,721","79.5","20,859,915","29.2","2","NULL"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20032004","2004-07-01T00:00:00","Mellon Consultants","26,692,708","22,278,352","4,414,356","83.5","20,188,278","21.9","2","NULL"
"Long Beach Public Transportation Company Retirement Plan - Contract Employees","7198","20022003","2003-07-01T00:00:00","Mellon Consultants","26,155,000","19,488,000","6,667,000","74.5","19,213,000","34.7","2","NULL"
"Los Angeles City Employees' Retirement System","7237","20152016","2016-06-30T00:00:00","Segal Consulting","17,424,996,329","12,439,250,206","4,985,746,123","71.4","1,968,702,630","253.2","1","NULL"
"Los Angeles City Employees' Retirement System","7237","20142015","2015-06-30T00:00:00","Segal Consulting","16,909,996,380","11,727,161,378","5,182,835,002","69.4","1,907,664,598","271.7","1","NULL"
"Los Angeles City Employees' Retirement System","7237","20132014","2014-06-30T00:00:00","Segal Consulting","16,248,853,099","10,944,750,574","5,304,102,525","67.4","1,898,064,175","279.4","1","NULL"
"Los Angeles City Employees' Retirement System","7237","20122013","2013-06-30T00:00:00","The Segal Company","14,881,663,162","10,223,960,886","4,657,702,276","68.7","1,846,970,474","252.2","1","NULL"
"Los Angeles City Employees' Retirement System","7237","20112012","2012-06-30T00:00:00","The Segal Company","14,393,958,574","9,934,959,310","4,458,999,264","69","1,819,269,630","245.1","1","NULL"
"Los Angeles City Employees' Retirement System","7237","20102011","2011-06-30T00:00:00","The Segal Company","13,391,704,000","9,691,011,496","3,700,692,504","72.4","1,833,392,381","201.8","5","NULL"
"Los Angeles City Employees' Retirement System","7237","20092010","2010-06-30T00:00:00","The Segal Company","12,595,025,119","9,554,027,411","3,040,997,708","75.9","1,817,662,284","167.3","5","NULL"
"Los Angeles City Employees' Retirement System","7237","20082009","2009-06-30T00:00:00","The Segal Company","12,041,983,936","9,577,747,421","2,464,236,515","79.5","1,816,171,212","135.7","5","NULL"
"Los Angeles City Employees' Retirement System","7237","20072008","2008-06-30T00:00:00","The Segal Company","11,186,403,741","9,438,318,300","1,748,085,441","84.4","1,977,644,640","88.4","5","NULL"
"Los Angeles City Employees' Retirement System","7237","20062007","2007-06-30T00:00:00","The Segal Company","10,526,874,184","8,599,699,772","1,927,174,412","81.7","1,896,609,013","101.6","5","NULL"
"Los Angeles City Employees' Retirement System","7237","20052006","2006-06-30T00:00:00","The Segal Company","9,870,662,387","7,674,999,374","2,195,663,013","77.8","1,733,339,536","126.7","5","NULL"
"Los Angeles City Employees' Retirement System","7237","20042005","2005-06-30T00:00:00","The Segal Company","9,321,524,967","7,193,142,227","2,128,382,740","77.2","1,589,305,846","133.9","5","NULL"
"Los Angeles City Employees' Retirement System","7237","20032004","2004-06-30T00:00:00","The Segal Company","8,533,863,528","7,042,107,591","1,491,755,937","82.5","1,575,284,734","94.7","5","NULL"
"Los Angeles City Employees' Retirement System","7237","20022003","2003-06-30T00:00:00","Gabriel, Roeder, Smith & Company","7,659,846,696","6,999,647,350","660,199,346","91.4","1,405,057,848","47","5","NULL"
"Los Angeles County Employees' Retirement Association","7263","20152016","2015-06-30T00:00:00","Milliman","56,819,215,000","47,328,270,000","9,490,945,000","83.3","7,592,760,185","124.9","1","NULL"
"Los Angeles County Employees' Retirement Association","7263","20142015","2014-06-30T00:00:00","Milliman","54,942,453,000","43,654,462,000","11,287,991,000","79.5","6,672,227,801","169.1","1","NULL"
"Los Angeles County Employees' Retirement Association","7263","20132014","2013-06-30T00:00:00","Milliman","53,247,776,000","39,932,416,000","13,315,360,000","75","6,595,902,275","199.5","1","NULL"
"Los Angeles County Employees' Retirement Association","7263","20122013","2012-06-30T00:00:00","Milliman","50,809,425,000","39,039,364,000","11,770,061,000","76.8","6,619,816,094","177.8","1","NULL"
"Los Angeles County Employees' Retirement Association","7263","20112012","2011-06-30T00:00:00","Milliman","48,598,166,000","39,193,627,000","9,404,539,000","80.6","6,650,673,594","141.4","1","NULL"
"Los Angeles County Employees' Retirement Association","7263","20102011","2010-06-30T00:00:00","Milliman","46,646,838,000","38,839,392,000","7,807,446,000","83.3","6,650,673,594","116.6","1","NULL"
"Los Angeles County Employees' Retirement Association","7263","20092010","2009-06-30T00:00:00","Milliman","44,468,636,000","39,541,865,000","4,926,771,000","88.9","6,547,616,006","75.2","1","NULL"
"Los Angeles County Employees' Retirement Association","7263","20082009","2008-06-30T00:00:00","Milliman","41,975,631,000","39,662,361,000","2,313,270,000","94.5","6,123,888,444","37.8","1","NULL"
"Los Angeles County Employees' Retirement Association","7263","20072008","2007-06-30T00:00:00","Milliman","39,502,456,000","37,041,832,000","2,460,624,000","93.8","5,615,735,825","43.8","1","NULL"
"Los Angeles County Employees' Retirement Association","7263","20062007","2006-06-30T00:00:00","Milliman USA","36,258,929,000","32,819,725,000","3,439,204,000","90.5","5,615,735,825","66.1","1","NULL"
"Los Angeles County Employees' Retirement Association","7263","20052006","2005-06-30T00:00:00","Milliman USA","34,375,949,000","29,497,485,000","4,878,464,000","85.8","4,982,083,870","97.9","1","NULL"
"Los Angeles County Employees' Retirement Association","7263","20042005","2004-06-30T00:00:00","Milliman USA","32,700,505,000","27,089,440,000","5,611,065,000","82.8","4,982,083,870","112.6","1","NULL"
"Los Angeles County Employees' Retirement Association","7263","20032004","2003-06-30T00:00:00","Milliman USA","30,474,025,000","26,564,328,000","3,909,697,000","87.2","4,919,531,389","79.5","1","NULL"
"Los Angeles County Employees' Retirement Association","7263","20022003","2002-06-30T00:00:00","Milliman USA","28,437,493,000","28,262,129,000","175,364,000","99.4","4,929,937,268","3.6","1","NULL"
"Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan","9235","20152016","2015-12-31T00:00:00","Willis Towers Watson","61,351,063","48,766,567","12,584,496","79.5","2,936,331","772.8","5","NULL"
"Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan","9235","20142015","2014-12-31T00:00:00","Towers Watson","60,815,471","48,249,732","12,565,739","79.3","3,337,957","376.4","5","NULL"
"Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan","9235","20132014","2013-12-31T00:00:00","Towers Watson","57,110,830","46,908,471","10,202,359","82.1","3,822,157","266.9","5","NULL"
"Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan","9235","20122013","2012-12-31T00:00:00","Towers Watson","57,047,027","42,816,577","14,230,450","75.1","4,597,852","273","5","NULL"
"Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan","9235","20112012","2011-12-31T00:00:00","Towers Watson","55,847,027","43,596,725","12,250,302","78.1","5,212,553","235","5","NULL"
"Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan","9235","20102011","2010-12-31T00:00:00","Towers Watson","52,654,235","45,078,773","7,575,462","85.6","5,560,682","136.2","5","NULL"
"Los Angeles County Transportation Authority AFSCME Employees' Retirement Income Plan","9235","20092010","2009-12-31T00:00:00","Towers Watson","50,674,985","44,653,295","6,021,690","88.1","6,161,426","97.7","5","NULL"
